#	Pokémon		Item	Moves				Nature	EVs
									HP	Attack	Defense	Sp. Atk	Sp. Def	Speed
576		Gothitelle	TwistedSpoon	{MoveID:223s,MovePP:10b}	{MoveID:407s,MovePP:40b}	{MoveID:318s,MovePP:20b}	{MoveID:378s,MovePP:20b}	Modest	170	-	170	170	-	-
579		Reuniclus	King's Rock	{MoveID:187s,MovePP:10b}	{MoveID:184s,MovePP:5b}	{MoveID:218s,MovePP:5b}	{MoveID:455s,MovePP:5b}	Brave	-	170	170	-	170	-
625		Bisharp	Chople Berry	{MoveID:203s,MovePP:20b}	{MoveID:499s,MovePP:20b}	{MoveID:464s,MovePP:15b}	{MoveID:47s,MovePP:10b}	Adamant	252	252	-	-	-	-
460		Abomasnow	Miracle Seed	{MoveID:470s,MovePP:15b}	{MoveID:201s,MovePP:15b}	{MoveID:26s,MovePP:15b}	{MoveID:106s,MovePP:5b}	Lonely	170	170	-	170	-	-
31		Nidoqueen	{MoveID:117s,MovePP:25b} Bulb	{MoveID:122s,MovePP:15b}	{MoveID:57s,MovePP:5b}	{MoveID:266s,MovePP:10b}	{MoveID:114s,MovePP:20b}	Mild	252	-	-	252	-	-
34		Nidoking	Black Sludge	{MoveID:165s,MovePP:20b}	{MoveID:27s,MovePP:10b}	{MoveID:51s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Quiet	252	-	-	252	-	-
346		Cradily	Quick Claw	{MoveID:142s,MovePP:10b}	{MoveID:33s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:58s,MovePP:10b}	Brave	170	170	-	170	-	-
348		Armaldo	Razor Fang	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:435s,MovePP:15b}	{MoveID:281s,MovePP:20b}	Hasty	252	-	-	-	-	252
409		Rampardos	Sitrus Berry	{MoveID:478s,MovePP:5b}	{MoveID:286s,MovePP:5b}	{MoveID:409s,MovePP:10b}	{MoveID:47s,MovePP:10b}	Naughty	-	252	-	-	-	252
411		Bastiodon	Chesto Berry	{MoveID:505s,MovePP:15b}	{MoveID:29s,MovePP:10b}	{MoveID:320s,MovePP:5b}	{MoveID:215s,MovePP:15b}	Bold	-	-	252	252	-	-
419		Floatzel	Flame Orb	{MoveID:471s,MovePP:20b}	{MoveID:444s,MovePP:10b}	{MoveID:258s,MovePP:20b}	{MoveID:260s,MovePP:15b}	Hasty	-	252	-	-	-	252
429		Mismagius	Kasib Berry	{MoveID:227s,MovePP:15b}	{MoveID:289s,MovePP:10b}	{MoveID:352s,MovePP:5b}	{MoveID:307s,MovePP:20b}	Timid	252	-	-	-	252	-
565		Carracosta	Wide Lens	{MoveID:187s,MovePP:10b}	{MoveID:37s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:103s,MovePP:5b}	Rash	252	-	-	252	-	-
589		Escavalier	Quick Claw	{MoveID:258s,MovePP:20b}	{MoveID:114s,MovePP:20b}	{MoveID:435s,MovePP:15b}	{MoveID:35s,MovePP:20b}	Naughty	252	252	-	-	-	-
617		Accelgor	Weakness Policy	{MoveID:33s,MovePP:10b}	{MoveID:27s,MovePP:10b}	{MoveID:436s,MovePP:10b}	{MoveID:297s,MovePP:10b}	Modest	-	-	-	252	-	252
523		Zebstrika	Magnet	{MoveID:457s,MovePP:15b}	{MoveID:123s,MovePP:20b}	{MoveID:124s,MovePP:10b}	{MoveID:216s,MovePP:5b}	Timid	-	-	-	252	-	252
426		Drifblim	Wide Lens	{MoveID:271s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:170s,MovePP:15b}	{MoveID:130s,MovePP:20b}	Mild	-	-	-	252	-	252
537		Seismitoad	Iron Ball	{MoveID:416s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:433s,MovePP:20b}	{MoveID:58s,MovePP:10b}	Brave	-	252	-	-	252	-
62		Poliwrath	Shell Bell	{MoveID:201s,MovePP:15b}	{MoveID:159s,MovePP:15b}	{MoveID:130s,MovePP:20b}	{MoveID:243s,MovePP:10b}	Naive	252	252	-	-	-	-
78		Rapidash	Heat Rock	{MoveID:207s,MovePP:15b}	{MoveID:158s,MovePP:5b}	{MoveID:24s,MovePP:10b}	{MoveID:19s,MovePP:5b}	Hasty	-	-	-	252	-	252
89		Muk	{MoveID:16s,MovePP:10b} Plate	{MoveID:559s,MovePP:30b}	{MoveID:433s,MovePP:20b}	{MoveID:182s,MovePP:20b}	{MoveID:51s,MovePP:15b}	Lonely	-	170	-	170	170	-
94		Gengar	Expert Belt	{MoveID:259s,MovePP:5b}	{MoveID:31s,MovePP:15b}	{MoveID:67s,MovePP:15b}	{MoveID:207s,MovePP:15b}	Jolly	-	252	-	-	-	252
181		Ampharos	Lum Berry	{MoveID:201s,MovePP:15b}	{MoveID:68s,MovePP:15b}	{MoveID:138s,MovePP:40b}	{MoveID:374s,MovePP:40b}	Brave	170	170	170	-	-	-
186		Politoed	Damp Rock	{MoveID:216s,MovePP:5b}	{MoveID:505s,MovePP:15b}	{MoveID:88s,MovePP:15b}	{MoveID:103s,MovePP:5b}	Quiet	-	-	-	252	252	-
127		Pinsir	Insect Plate	{MoveID:278s,MovePP:10b}	{MoveID:435s,MovePP:15b}	{MoveID:286s,MovePP:5b}	{MoveID:469s,MovePP:20b}	Lonely	-	252	-	-	-	252
212		Scizor	Insect Plate	{MoveID:446s,MovePP:30b}	{MoveID:435s,MovePP:15b}	{MoveID:278s,MovePP:10b}	{MoveID:132s,MovePP:30b}	Naughty	252	252	-	-	-	-
214		Heracross	Salac Berry	{MoveID:309s,MovePP:10b}	{MoveID:127s,MovePP:10b}	{MoveID:297s,MovePP:10b}	{MoveID:237s,MovePP:15b}	Naughty	252	-	-	-	-	252
217		Ursaring	{MoveID:16s,MovePP:10b} Orb	{MoveID:28s,MovePP:20b}	{MoveID:409s,MovePP:10b}	{MoveID:47s,MovePP:10b}	{MoveID:346s,MovePP:10b}	Jolly	-	252	-	-	-	252
229		Houndoom	Focus Sash	{MoveID:114s,MovePP:20b}	{MoveID:204s,MovePP:20b}	{MoveID:56s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Hasty	-	252	-	-	-	252
232		Donphan	Focus Sash	{MoveID:262s,MovePP:5b}	{MoveID:233s,MovePP:15b}	{MoveID:56s,MovePP:15b}	{MoveID:59s,MovePP:5b}	Adamant	-	252	-	-	252	-
321		Wailord	Quick Claw	{MoveID:380s,MovePP:5b}	{MoveID:29s,MovePP:10b}	{MoveID:304s,MovePP:10b}	{MoveID:105s,MovePP:10b}	Timid	-	-	-	252	-	252
344		Claydol	Sitrus Berry	{MoveID:267s,MovePP:10b}	{MoveID:16s,MovePP:10b}	{MoveID:379s,MovePP:20b}	{MoveID:184s,MovePP:5b}	Impish	252	-	252	-	-	-
437		Bronzong	Damp Rock	{MoveID:216s,MovePP:5b}	{MoveID:20s,MovePP:30b}	{MoveID:229s,MovePP:10b}	{MoveID:36s,MovePP:20b}	Quiet	252	-	-	252	-	-
452		Drapion	Shuca Berry	{MoveID:462s,MovePP:20b}	{MoveID:260s,MovePP:15b}	{MoveID:47s,MovePP:10b}	{MoveID:138s,MovePP:40b}	Naive	-	252	-	-	-	252
405		Luxray	Quick Claw	{MoveID:229s,MovePP:10b}	{MoveID:336s,MovePP:20b}	{MoveID:457s,MovePP:15b}	{MoveID:56s,MovePP:15b}	Careful	252	-	-	-	252	-
38		Ninetales	Safety Goggles	{MoveID:210s,MovePP:10b}	{MoveID:56s,MovePP:15b}	{MoveID:142s,MovePP:10b}	{MoveID:445s,MovePP:20b}	Timid	252	-	-	-	-	252
68		Machamp	Expert Belt	{MoveID:67s,MovePP:15b}	{MoveID:316s,MovePP:5b}	{MoveID:31s,MovePP:15b}	{MoveID:148s,MovePP:30b}	Brave	252	252	-	-	-	-
213		Shuckle	Quick Claw	{MoveID:420s,MovePP:10b}	{MoveID:311s,MovePP:5b}	{MoveID:187s,MovePP:10b}	{MoveID:469s,MovePP:20b}	Bold	252	-	252	-	-	-
407		Roserade	Occa Berry	{MoveID:371s,MovePP:10b}	{MoveID:33s,MovePP:10b}	{MoveID:274s,MovePP:15b}	{MoveID:30s,MovePP:15b}	Modest	-	-	-	252	-	252
430		Honchkrow	Black Glasses	{MoveID:259s,MovePP:5b}	{MoveID:225s,MovePP:5b}	{MoveID:258s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Brave	-	252	-	-	252	-
526		Gigalith	Hard Stone	{MoveID:215s,MovePP:15b}	{MoveID:267s,MovePP:10b}	{MoveID:295s,MovePP:5b}	{MoveID:283s,MovePP:10b}	Naughty	252	-	252	-	-	-
534		Conkeldurr	Iron Ball	{MoveID:240s,MovePP:30b}	{MoveID:409s,MovePP:10b}	{MoveID:392s,MovePP:20b}	{MoveID:416s,MovePP:10b}	Brave	-	252	-	-	252	-
530		Excadrill	Chople Berry	{MoveID:127s,MovePP:10b}	{MoveID:376s,MovePP:40b}	{MoveID:313s,MovePP:35b}	{MoveID:35s,MovePP:20b}	Adamant	-	252	252	-	-	-
553		Krookodile	Roseli Berry	{MoveID:284s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:258s,MovePP:20b}	{MoveID:272s,MovePP:15b}	Naughty	-	252	252	-	-	-
208		Steelix	Enigma Berry	{MoveID:260s,MovePP:15b}	{MoveID:232s,MovePP:10b}	{MoveID:218s,MovePP:5b}	{MoveID:138s,MovePP:40b}	Impish	252	252	-	-	-	-
461		Weavile	Never-Melt Ice	{MoveID:448s,MovePP:30b}	{MoveID:67s,MovePP:15b}	{MoveID:228s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
472		Gliscor	Liechi Berry	{MoveID:132s,MovePP:30b}	{MoveID:251s,MovePP:15b}	{MoveID:35s,MovePP:20b}	{MoveID:255s,MovePP:40b}	Impish	252	-	252	-	-	-
571		Zoroark	Expert Belt	{MoveID:36s,MovePP:20b}	{MoveID:227s,MovePP:15b}	{MoveID:51s,MovePP:15b}	{MoveID:445s,MovePP:20b}	Jolly	-	-	-	252	-	252
630		Mandibuzz	Roseli Berry	{MoveID:269s,MovePP:15b}	{MoveID:209s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:445s,MovePP:20b}	Mild	-	-	-	252	-	252
628		Braviary	Persim Berry	{MoveID:90s,MovePP:10b}	{MoveID:392s,MovePP:20b}	{MoveID:342s,MovePP:5b}	{MoveID:253s,MovePP:20b}	Naughty	-	252	-	-	-	252
73		Tentacruel	Mystic Water	{MoveID:212s,MovePP:40b}	{MoveID:433s,MovePP:20b}	{MoveID:159s,MovePP:15b}	{MoveID:35s,MovePP:20b}	Hasty	-	252	-	-	-	252
142		Aerodactyl	Passho Berry	{MoveID:260s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:405s,MovePP:10b}	{MoveID:513s,MovePP:10b}	Naive	-	252	-	-	-	252
233		Porygon2	Petaya Berry	{MoveID:191s,MovePP:10b}	{MoveID:129s,MovePP:10b}	{MoveID:344s,MovePP:10b}	{MoveID:139s,MovePP:10b}	Calm	170	-	170	-	170	-
463		Lickilicky	Chople Berry	{MoveID:218s,MovePP:5b}	{MoveID:29s,MovePP:10b}	{MoveID:232s,MovePP:10b}	{MoveID:304s,MovePP:10b}	Adamant	127	127	127	-	127	-
469		Yanmega	Sitrus Berry	{MoveID:129s,MovePP:10b}	{MoveID:436s,MovePP:10b}	{MoveID:37s,MovePP:15b}	{MoveID:38s,MovePP:10b}	Modest	252	-	-	252	-	-
282		Gardevoir	Bright Powder	{MoveID:508s,MovePP:20b}	{MoveID:122s,MovePP:15b}	{MoveID:224s,MovePP:20b}	{MoveID:26s,MovePP:15b}	Timid	-	-	-	252	-	252
475		Gallade	Scope Lens	{MoveID:451s,MovePP:20b}	{MoveID:400s,MovePP:15b}	{MoveID:50s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
103		Exeggutor	Sitrus Berry	{MoveID:470s,MovePP:15b}	{MoveID:232s,MovePP:10b}	{MoveID:153s,MovePP:10b}	{MoveID:14s,MovePP:5b}	Brave	-	252	-	-	252	-
121		Starmie	Mystic Water	{MoveID:21s,MovePP:10b}	{MoveID:129s,MovePP:10b}	{MoveID:103s,MovePP:5b}	{MoveID:212s,MovePP:40b}	Modest	-	-	-	252	-	252
330		Flygon	Haban Berry	{MoveID:37s,MovePP:15b}	{MoveID:133s,MovePP:30b}	{MoveID:187s,MovePP:10b}	{MoveID:254s,MovePP:20b}	Naive	-	252	-	-	-	252
601		Klinklang	White Herb	{MoveID:229s,MovePP:10b}	{MoveID:376s,MovePP:40b}	{MoveID:221s,MovePP:10b}	{MoveID:489s,MovePP:15b}	Mild	-	-	-	252	-	252
609		Chandelure	Chesto Berry	{MoveID:33s,MovePP:10b}	{MoveID:29s,MovePP:10b}	{MoveID:210s,MovePP:10b}	{MoveID:207s,MovePP:15b}	Timid	252	-	-	-	-	252
134		Vaporeon	Leftovers	{MoveID:105s,MovePP:10b}	{MoveID:103s,MovePP:5b}	{MoveID:182s,MovePP:20b}	{MoveID:429s,MovePP:20b}	Modest	-	-	252	252	-	-
135		Jolteon	Damp Rock	{MoveID:124s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:298s,MovePP:20b}	{MoveID:216s,MovePP:5b}	Timid	-	-	-	252	-	252
136		Flareon	Charcoal	{MoveID:207s,MovePP:15b}	{MoveID:298s,MovePP:20b}	{MoveID:204s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Impish	252	-	252	-	-	-
196		Espeon	Kasib Berry	{MoveID:223s,MovePP:10b}	{MoveID:36s,MovePP:20b}	{MoveID:226s,MovePP:15b}	{MoveID:298s,MovePP:20b}	Timid	252	-	-	-	-	252
197		Umbreon	Chople Berry	{MoveID:268s,MovePP:10b}	{MoveID:275s,MovePP:5b}	{MoveID:508s,MovePP:20b}	{MoveID:526s,MovePP:30b}	Careful	252	252	-	-	-	-
470		Leafeon	Liechi Berry	{MoveID:400s,MovePP:15b}	{MoveID:59s,MovePP:5b}	{MoveID:38s,MovePP:10b}	{MoveID:346s,MovePP:10b}	Naive	-	252	-	-	-	252
471		Glaceon	Chesto Berry	{MoveID:525s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:29s,MovePP:10b}	{MoveID:145s,MovePP:20b}	Bold	252	-	252	-	-	-
448		Lucario	Focus Sash	{MoveID:415s,MovePP:5b}	{MoveID:54s,MovePP:15b}	{MoveID:297s,MovePP:10b}	{MoveID:237s,MovePP:15b}	Jolly	-	252	-	-	-	252
450		Hippowdon	Sitrus Berry	{MoveID:260s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:232s,MovePP:10b}	Lonely	252	252	-	-	-	-
476		Probopass	Sitrus Berry	{MoveID:389s,MovePP:5b}	{MoveID:215s,MovePP:15b}	{MoveID:221s,MovePP:10b}	{MoveID:457s,MovePP:15b}	Bold	252	-	252	-	-	-
477		Dusknoir	Iron Ball	{MoveID:559s,MovePP:30b}	{MoveID:31s,MovePP:15b}	{MoveID:416s,MovePP:10b}	{MoveID:455s,MovePP:5b}	Brave	252	252	-	-	-	-
620		Mienshao	King's Rock	{MoveID:324s,MovePP:10b}	{MoveID:416s,MovePP:10b}	{MoveID:251s,MovePP:15b}	{MoveID:168s,MovePP:10b}	Jolly	-	252	-	-	-	252
614		Beartic	Lax Incense	{MoveID:220s,MovePP:10b}	{MoveID:292s,MovePP:15b}	{MoveID:36s,MovePP:20b}	{MoveID:106s,MovePP:5b}	Rash	252	-	-	252	-	-
626		Bouffalant	Chople Berry	{MoveID:258s,MovePP:20b}	{MoveID:345s,MovePP:10b}	{MoveID:518s,MovePP:5b}	{MoveID:37s,MovePP:15b}	Brave	252	252	-	-	-	-
306		Aggron	King's Rock	{MoveID:104s,MovePP:15b}	{MoveID:221s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:505s,MovePP:15b}	Quiet	-	-	252	252	-	-
365		Walrein	Metronome	{MoveID:363s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:311s,MovePP:5b}	{MoveID:232s,MovePP:10b}	Calm	-	252	-	-	252	-
473		Mamoswine	Zoom Lens	{MoveID:286s,MovePP:5b}	{MoveID:60s,MovePP:20b}	{MoveID:106s,MovePP:5b}	{MoveID:450s,MovePP:15b}	Brave	-	170	170	-	170	-
131		Lapras	Mystic Water	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:29s,MovePP:10b}	{MoveID:304s,MovePP:10b}	Modest	-	-	170	170	170	-
169		Crobat	Sharp Beak	{MoveID:209s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:142s,MovePP:10b}	{MoveID:445s,MovePP:20b}	Timid	-	-	-	252	-	252
462		Magnezone	Shuca Berry	{MoveID:229s,MovePP:10b}	{MoveID:123s,MovePP:20b}	{MoveID:221s,MovePP:10b}	{MoveID:318s,MovePP:20b}	Quiet	252	-	-	252	-	-
464		Rhyperior	Hard Stone	{MoveID:461s,MovePP:5b}	{MoveID:281s,MovePP:20b}	-	-	Lonely	-	252	-	-	-	252
465		Tan{MoveID:11s,MovePP:20b}	Yache Berry	{MoveID:419s,MovePP:5b}	{MoveID:378s,MovePP:20b}	{MoveID:460s,MovePP:10b}	{MoveID:60s,MovePP:20b}	Naughty	-	252	-	-	-	252
474		Porygon-Z	Choice Specs	{MoveID:57s,MovePP:5b}	-	-	-	Modest	-	-	-	252	-	252
584		Vanilluxe	Occa Berry	{MoveID:447s,MovePP:10b}	{MoveID:448s,MovePP:30b}	{MoveID:274s,MovePP:15b}	{MoveID:59s,MovePP:5b}	Lonely	252	252	-	-	-	-
604		Eelektross	Expert Belt	{MoveID:260s,MovePP:15b}	{MoveID:263s,MovePP:15b}	{MoveID:201s,MovePP:15b}	{MoveID:498s,MovePP:20b}	Naughty	252	252	-	-	-	-
130		Gyarados	Chesto Berry	{MoveID:159s,MovePP:15b}	{MoveID:29s,MovePP:10b}	{MoveID:60s,MovePP:20b}	{MoveID:59s,MovePP:5b}	Naughty	-	252	-	-	-	252
143		Snorlax	Sitrus Berry	{MoveID:25s,MovePP:20b}	{MoveID:21s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:243s,MovePP:10b}	Brave	-	252	252	-	-	-
230		Kingdra	Haban Berry	{MoveID:437s,MovePP:10b}	{MoveID:159s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:401s,MovePP:20b}	Mild	170	170	-	170	-	-
242		Blissey	Custap Berry	{MoveID:229s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:36s,MovePP:20b}	{MoveID:123s,MovePP:20b}	Modest	-	-	252	252	-	-
350		Milotic	Leftovers	{MoveID:103s,MovePP:5b}	{MoveID:16s,MovePP:10b}	{MoveID:30s,MovePP:15b}	{MoveID:429s,MovePP:20b}	Quiet	252	-	252	-	-	-
466		Electivire	Shuca Berry	{MoveID:31s,MovePP:15b}	{MoveID:497s,MovePP:10b}	{MoveID:67s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Adamant	170	170	-	-	-	170
467		Magmortar	Wide Lens	{MoveID:158s,MovePP:5b}	{MoveID:49s,MovePP:15b}	{MoveID:442s,MovePP:5b}	{MoveID:225s,MovePP:5b}	Modest	-	-	-	252	-	252
612		Haxorus	Persim Berry	{MoveID:296s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:114s,MovePP:20b}	{MoveID:401s,MovePP:20b}	Naughty	170	-	170	-	-	170
468		Togekiss	Liechi Berry	{MoveID:319s,MovePP:5b}	{MoveID:203s,MovePP:20b}	{MoveID:303s,MovePP:25b}	{MoveID:201s,MovePP:15b}	Brave	252	252	-	-	-	-
637		Volcarona	Lum Berry	{MoveID:436s,MovePP:10b}	{MoveID:51s,MovePP:15b}	{MoveID:21s,MovePP:10b}	{MoveID:224s,MovePP:20b}	Timid	-	-	-	252	-	252
59		Arcanine	Weakness Policy	{MoveID:319s,MovePP:5b}	{MoveID:260s,MovePP:15b}	{MoveID:205s,MovePP:5b}	{MoveID:56s,MovePP:15b}	Naughty	-	252	-	-	-	252
567		Archeops	Enigma Berry	{MoveID:58s,MovePP:10b}	{MoveID:266s,MovePP:10b}	{MoveID:262s,MovePP:5b}	{MoveID:320s,MovePP:5b}	Mild	-	-	-	252	-	252
149		Dragonite	Salac Berry	{MoveID:437s,MovePP:10b}	{MoveID:105s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:22s,MovePP:25b}	Mild	-	-	-	252	-	252
248		Tyranitar	King's Rock	{MoveID:187s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:401s,MovePP:20b}	Hasty	-	252	-	-	-	252
373		Salamence	Expert Belt	{MoveID:55s,MovePP:15b}	{MoveID:288s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:401s,MovePP:20b}	Lonely	-	170	-	-	170	170
376		Metagross	Occa Berry	{MoveID:129s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:370s,MovePP:10b}	{MoveID:430s,MovePP:10b}	Quiet	170	170	-	170	-	-
445		Garchomp	Snowball	{MoveID:158s,MovePP:5b}	{MoveID:266s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:267s,MovePP:10b}	Hasty	-	-	-	252	-	252
635		Hydreigon	Wide Lens	{MoveID:442s,MovePP:5b}	{MoveID:158s,MovePP:5b}	{MoveID:438s,MovePP:10b}	{MoveID:526s,MovePP:30b}	Mild	-	170	-	170	-	170
289		Slaking	Kee Berry	{MoveID:518s,MovePP:5b}	{MoveID:434s,MovePP:15b}	{MoveID:365s,MovePP:10b}	{MoveID:165s,MovePP:20b}	Jolly	-	252	-	-	-	252
3		Venusaur	Salac Berry	{MoveID:33s,MovePP:10b}	{MoveID:27s,MovePP:10b}	{MoveID:36s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
6		Charizard	Choice Scarf	{MoveID:210s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:209s,MovePP:15b}	{MoveID:260s,MovePP:15b}	Mild	-	170	-	170	-	170
9		Blastoise	Leftovers	{MoveID:324s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:214s,MovePP:10b}	{MoveID:447s,MovePP:10b}	Adamant	252	252	-	-	-	-
154		Meganium	Light Clay	{MoveID:15s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:147s,MovePP:20b}	{MoveID:20s,MovePP:30b}	Adamant	252	252	-	-	-	-
157		Typhlosion	Choice Scarf	{MoveID:348s,MovePP:5b}	{MoveID:442s,MovePP:5b}	{MoveID:210s,MovePP:10b}	{MoveID:383s,MovePP:20b}	Modest	-	-	-	252	-	252
160		Feraligatr	Lum Berry	{MoveID:471s,MovePP:20b}	{MoveID:159s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:67s,MovePP:15b}	Adamant	252	252	-	-	-	-
254		Sceptile	White Herb	{MoveID:459s,MovePP:5b}	{MoveID:437s,MovePP:10b}	{MoveID:33s,MovePP:10b}	{MoveID:293s,MovePP:5b}	Timid	-	-	-	252	-	252
257		Blaziken	Choice Band	{MoveID:211s,MovePP:15b}	{MoveID:208s,MovePP:15b}	{MoveID:68s,MovePP:15b}	{MoveID:58s,MovePP:10b}	Hardy	-	252	-	-	-	252
260		Swampert	Maranga Berry	{MoveID:58s,MovePP:10b}	{MoveID:447s,MovePP:10b}	{MoveID:159s,MovePP:15b}	{MoveID:286s,MovePP:5b}	Adamant	252	252	-	-	-	-
389		Torterra	Custap Berry	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:15s,MovePP:15b}	{MoveID:464s,MovePP:15b}	Adamant	-	252	-	-	252	-
392		Infernape	Life Orb	{MoveID:324s,MovePP:10b}	{MoveID:415s,MovePP:5b}	{MoveID:205s,MovePP:5b}	{MoveID:286s,MovePP:5b}	Hasty	-	252	-	-	-	252
395		Empoleon	Lum Berry	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:381s,MovePP:15b}	{MoveID:292s,MovePP:15b}	Quiet	252	-	-	252	-	-
497		Serperior	Bright Powder	{MoveID:459s,MovePP:5b}	{MoveID:38s,MovePP:10b}	{MoveID:57s,MovePP:5b}	{MoveID:16s,MovePP:10b}	Calm	170	-	170	-	170	-
500		Emboar	Quick Claw	{MoveID:211s,MovePP:15b}	{MoveID:201s,MovePP:15b}	{MoveID:204s,MovePP:20b}	{MoveID:58s,MovePP:10b}	Adamant	-	170	170	-	170	-
503		Samurott	Custap Berry	{MoveID:203s,MovePP:20b}	{MoveID:159s,MovePP:15b}	{MoveID:435s,MovePP:15b}	{MoveID:471s,MovePP:20b}	Adamant	-	170	170	-	170	-
51		Dugtrio	Choice Band	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:237s,MovePP:15b}	{MoveID:203s,MovePP:20b}	Jolly	-	252	-	-	-	252
105		Marowak	Thick Club	{MoveID:58s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:113s,MovePP:20b}	{MoveID:31s,MovePP:15b}	Jolly	-	252	-	-	-	252
308		Medicham	Expert Belt	{MoveID:168s,MovePP:10b}	{MoveID:288s,MovePP:15b}	{MoveID:67s,MovePP:15b}	{MoveID:446s,MovePP:30b}	Jolly	-	252	-	-	-	252
195		Quagsire	Rindo Berry	{MoveID:58s,MovePP:10b}	{MoveID:214s,MovePP:10b}	{MoveID:67s,MovePP:15b}	{MoveID:286s,MovePP:5b}	Adamant	-	252	-	-	252	-
210		Granbull	Sitrus Berry	{MoveID:12s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:263s,MovePP:15b}	{MoveID:296s,MovePP:10b}	Adamant	-	252	-	-	-	252
124		Jynx	Expert Belt	{MoveID:292s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:129s,MovePP:10b}	{MoveID:442s,MovePP:5b}	Modest	-	-	-	252	-	252
122		Mr. Mime	Light Clay	{MoveID:20s,MovePP:30b}	{MoveID:129s,MovePP:10b}	{MoveID:147s,MovePP:20b}	{MoveID:567s,MovePP:10b}	Bold	252	-	252	-	-	-
171		Lanturn	Petaya Berry	{MoveID:104s,MovePP:15b}	{MoveID:457s,MovePP:15b}	{MoveID:123s,MovePP:20b}	{MoveID:105s,MovePP:10b}	Modest	-	-	170	170	170	-
286		Breloom	Focus Sash	{MoveID:179s,MovePP:15b}	{MoveID:331s,MovePP:20b}	{MoveID:187s,MovePP:10b}	{MoveID:15s,MovePP:15b}	Jolly	-	252	-	-	-	252
205		Forretress	Iron Ball	{MoveID:218s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:469s,MovePP:20b}	{MoveID:184s,MovePP:5b}	Brave	252	252	-	-	-	-
227		Skarmory	Choice Scarf	{MoveID:443s,MovePP:15b}	{MoveID:303s,MovePP:25b}	{MoveID:434s,MovePP:15b}	{MoveID:187s,MovePP:10b}	Jolly	-	252	-	-	-	252
359		Absol	Scope Lens	{MoveID:434s,MovePP:15b}	{MoveID:288s,MovePP:15b}	{MoveID:259s,MovePP:5b}	{MoveID:342s,MovePP:5b}	Jolly	-	252	-	-	-	252
340		Whiscash	Expert Belt	{MoveID:266s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:21s,MovePP:10b}	Modest	-	-	-	252	252	-
